"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"14.02.2023","952,85","964,90","964,90","950,01","","-1,35%"
"13.02.2023","965,86","972,57","974,38","965,25","","-0,63%"
"10.02.2023","971,95","975,01","979,31","970,50","","-0,62%"
"09.02.2023","977,98","974,28","982,10","967,02","","-0,39%"
"08.02.2023","981,82","1.007,13","1.009,25","981,82","","-2,25%"
"07.02.2023","1.004,37","1.011,68","1.018,70","1.003,92","","-0,28%"
"06.02.2023","1.007,15","1.002,52","1.013,39","1.001,19","","0,46%"
"03.02.2023","1.002,52","1.002,46","1.007,96","991,09","","-0,16%"
"02.02.2023","1.004,08","1.011,98","1.012,53","1.001,07","","0,16%"
"01.02.2023","1.002,47","999,86","1.010,43","997,55","","0,12%"
"31.01.2023","1.001,23","984,95","1.003,62","983,83","","1,40%"
"30.01.2023","987,39","993,04","997,22","984,65","","-0,50%"
"27.01.2023","992,37","987,76","993,20","984,97","","0,66%"
"26.01.2023","985,85","990,10","996,12","985,39","","-0,12%"
"25.01.2023","987,02","991,01","994,41","984,77","","-0,34%"
"24.01.2023","990,41","1.003,68","1.008,56","990,41","","-0,83%"
"23.01.2023","998,69","995,01","1.003,83","994,94","","0,69%"
"20.01.2023","991,88","995,53","996,52","987,81","","-0,12%"
"19.01.2023","993,08","1.002,80","1.004,27","988,55","","-1,32%"
"18.01.2023","1.006,35","999,07","1.010,75","992,14","","0,35%"
"17.01.2023","1.002,85","1.022,85","1.023,35","1.002,85","","-2,11%"
"16.01.2023","1.024,44","1.012,39","1.029,81","1.012,18","","1,39%"
"13.01.2023","1.010,40","1.017,81","1.029,63","1.003,24","","-0,55%"
"12.01.2023","1.015,94","1.014,56","1.022,56","1.008,66","","1,33%"
"11.01.2023","1.002,62","975,70","1.005,02","970,99","","2,88%"
"10.01.2023","974,51","983,29","983,60","969,55","","-0,34%"
"09.01.2023","977,79","958,06","984,55","958,06","","3,72%"
"06.01.2023","942,73","943,68","951,10","938,46","","0,20%"
"05.01.2023","940,85","953,11","961,56","940,14","","-0,95%"
"04.01.2023","949,91","954,36","966,40","946,34","","-1,37%"
"03.01.2023","963,08","966,38","979,82","957,54","","-0,77%"
"30.12.2022","970,60","941,35","986,62","940,99","","3,61%"
"29.12.2022","936,80","927,49","951,66","925,02","","0,33%"
"28.12.2022","933,76","956,66","957,21","933,76","","-2,78%"
"27.12.2022","960,51","983,05","984,30","947,91","","-1,72%"
"26.12.2022","977,29","960,83","986,87","959,42","","1,43%"
"23.12.2022","963,51","964,10","986,42","955,86","","-0,64%"
"22.12.2022","969,70","930,66","973,68","922,36","","3,16%"
"21.12.2022","940,03","957,99","960,45","935,56","","-2,81%"
"20.12.2022","967,24","960,21","967,78","951,25","","-2,43%"
"19.12.2022","991,38","1.030,51","1.031,05","980,04","","-4,55%"
"16.12.2022","1.038,63","1.035,70","1.041,68","1.034,20","","-0,32%"
"15.12.2022","1.042,01","1.053,77","1.054,57","1.033,89","","-1,77%"
"14.12.2022","1.060,74","1.083,34","1.083,34","1.060,74","","-2,59%"
"13.12.2022","1.088,97","1.088,18","1.089,27","1.073,70","","0,01%"
"12.12.2022","1.088,86","1.096,97","1.099,44","1.083,07","","-0,93%"
"09.12.2022","1.099,12","1.097,83","1.105,42","1.093,19","","0,23%"
"08.12.2022","1.096,63","1.101,06","1.103,34","1.094,49","","-0,21%"
"07.12.2022","1.098,93","1.094,24","1.099,15","1.082,10","","0,17%"
"06.12.2022","1.097,09","1.101,44","1.103,55","1.092,88","","-1,58%"
"05.12.2022","1.114,69","1.101,85","1.120,38","1.097,92","","0,64%"
"02.12.2022","1.107,55","1.117,28","1.117,64","1.106,83","","-1,43%"
"01.12.2022","1.123,63","1.132,08","1.134,18","1.120,93","","-0,13%"
"30.11.2022","1.125,14","1.129,01","1.131,41","1.122,97","","-0,32%"
"29.11.2022","1.128,71","1.125,25","1.131,92","1.120,01","","0,56%"
"28.11.2022","1.122,46","1.128,85","1.133,21","1.116,85","","-1,63%"
"25.11.2022","1.141,07","1.151,57","1.151,95","1.137,49","","-0,45%"
"24.11.2022","1.146,28","1.153,03","1.161,62","1.144,05","","-0,10%"
"23.11.2022","1.147,43","1.143,87","1.154,65","1.135,82","","0,42%"
"22.11.2022","1.142,58","1.128,46","1.146,33","1.123,46","","1,81%"
"21.11.2022","1.122,29","1.145,40","1.145,40","1.120,24","","-2,16%"
"18.11.2022","1.147,03","1.149,45","1.153,45","1.140,19","","-0,39%"
"17.11.2022","1.151,56","1.162,30","1.164,75","1.146,92","","-1,03%"
"16.11.2022","1.163,59","1.145,87","1.170,07","1.142,55","","0,34%"
"15.11.2022","1.159,59","1.171,57","1.177,36","1.154,46","","-0,89%"
"14.11.2022","1.170,05","1.162,14","1.172,78","1.155,75","","1,02%"
"11.11.2022","1.158,24","1.164,23","1.166,23","1.152,01","","0,69%"
"10.11.2022","1.150,36","1.111,17","1.151,01","1.108,56","","3,27%"
"09.11.2022","1.113,93","1.135,89","1.138,82","1.112,69","","-2,55%"
"08.11.2022","1.143,05","1.138,94","1.145,75","1.127,81","","0,20%"
"07.11.2022","1.140,78","1.113,47","1.140,78","1.111,48","","4,25%"
"03.11.2022","1.094,30","1.088,34","1.098,49","1.076,71","","-1,30%"
"02.11.2022","1.108,69","1.115,41","1.118,06","1.106,41","","-0,85%"
"01.11.2022","1.118,19","1.115,36","1.119,62","1.110,50","","0,59%"
"31.10.2022","1.111,68","1.108,82","1.117,23","1.099,33","","-0,19%"
"28.10.2022","1.113,75","1.103,01","1.113,75","1.089,82","","0,73%"
"27.10.2022","1.105,71","1.092,36","1.111,90","1.086,52","","1,57%"
"26.10.2022","1.088,59","1.089,87","1.098,58","1.076,07","","-0,22%"
"25.10.2022","1.090,96","1.059,94","1.090,96","1.056,97","","2,66%"
"24.10.2022","1.062,66","1.067,65","1.076,68","1.055,40","","1,15%"
"21.10.2022","1.050,57","1.038,27","1.055,95","1.027,04","","0,87%"
"20.10.2022","1.041,56","1.018,87","1.045,67","1.016,51","","3,10%"
"19.10.2022","1.010,24","1.013,27","1.024,52","1.000,62","","-2,84%"
"18.10.2022","1.039,76","1.033,76","1.044,94","1.020,09","","1,16%"
"17.10.2022","1.027,83","989,58","1.029,08","989,23","","3,75%"
"14.10.2022","990,66","974,06","994,77","966,46","","2,30%"
"13.10.2022","968,34","964,28","987,25","960,16","","1,45%"
"12.10.2022","954,53","959,27","976,45","953,87","","-1,05%"
"11.10.2022","964,67","954,60","971,24","941,93","","0,08%"
"10.10.2022","963,88","912,31","964,25","906,88","","-4,10%"
"07.10.2022","1.005,04","1.044,34","1.044,34","998,54","","-3,81%"
"06.10.2022","1.044,82","1.057,55","1.079,76","1.044,82","","-1,61%"
"05.10.2022","1.061,97","1.103,66","1.103,66","1.050,87","","-3,47%"
"04.10.2022","1.100,14","1.103,82","1.115,83","1.080,17","","0,76%"
"03.10.2022","1.091,87","1.080,33","1.116,35","1.069,91","","3,42%"
"30.09.2022","1.055,72","1.091,52","1.172,34","1.037,78","","-1,54%"
"29.09.2022","1.072,26","1.085,22","1.092,66","1.054,57","","-0,21%"
"28.09.2022","1.074,57","1.059,03","1.082,53","1.050,69","","2,00%"
"27.09.2022","1.053,46","1.043,27","1.072,82","1.027,99","","0,96%"
"26.09.2022","1.043,44","1.105,27","1.105,27","1.002,60","","-8,62%"
"23.09.2022","1.141,81","1.168,13","1.168,63","1.123,07","","-2,79%"
"22.09.2022","1.174,61","1.104,50","1.183,75","1.104,50","","6,12%"
"21.09.2022","1.106,82","1.041,20","1.132,61","1.017,86","","-4,10%"
"20.09.2022","1.154,17","1.271,28","1.277,24","1.139,99","","-9,31%"
"19.09.2022","1.272,66","1.274,86","1.284,15","1.267,99","","-0,19%"
"16.09.2022","1.275,03","1.286,66","1.295,26","1.271,06","","-1,01%"
"15.09.2022","1.288,03","1.282,79","1.297,26","1.276,80","","0,41%"
"14.09.2022","1.282,80","1.281,80","1.283,29","1.265,79","","-0,10%"
"13.09.2022","1.284,10","1.280,74","1.300,33","1.277,40","","0,27%"
"12.09.2022","1.280,67","1.254,99","1.290,04","1.251,86","","1,42%"
"09.09.2022","1.262,72","1.240,68","1.263,67","1.240,68","","2,02%"
"08.09.2022","1.237,75","1.242,46","1.248,82","1.233,83","","-0,48%"
"07.09.2022","1.243,70","1.246,45","1.257,35","1.228,75","","-0,70%"
"06.09.2022","1.252,47","1.287,69","1.290,28","1.231,99","","-2,74%"
"05.09.2022","1.287,78","1.285,52","1.296,67","1.259,05","","0,25%"
"02.09.2022","1.284,53","1.276,47","1.292,81","1.268,42","","0,40%"
"01.09.2022","1.279,45","1.256,24","1.284,23","1.243,76","","1,67%"
"31.08.2022","1.258,45","1.249,27","1.274,03","1.236,87","","3,82%"
"30.08.2022","1.212,10","1.199,26","1.212,18","1.192,69","","1,18%"
"29.08.2022","1.197,99","1.180,65","1.199,56","1.176,75","","1,26%"
"26.08.2022","1.183,12","1.177,95","1.191,60","1.171,21","","0,03%"
"25.08.2022","1.182,71","1.183,23","1.196,56","1.172,31","","0,03%"
"24.08.2022","1.182,39","1.190,64","1.192,81","1.178,32","","-0,65%"
"23.08.2022","1.190,16","1.173,76","1.192,22","1.166,92","","1,39%"
"22.08.2022","1.173,79","1.169,09","1.185,65","1.155,20","","0,28%"
"19.08.2022","1.170,57","1.163,94","1.182,13","1.153,08","","0,71%"
"18.08.2022","1.162,30","1.134,82","1.170,51","1.130,21","","2,28%"
"17.08.2022","1.136,40","1.144,94","1.154,08","1.130,73","","-0,49%"
"16.08.2022","1.142,05","1.117,77","1.146,40","1.109,54","","2,62%"
"15.08.2022","1.112,93","1.116,41","1.117,00","1.094,80","","-0,30%"
"12.08.2022","1.116,32","1.108,02","1.121,96","1.097,59","","0,91%"
"11.08.2022","1.106,29","1.120,18","1.130,55","1.103,84","","-1,08%"
"10.08.2022","1.118,40","1.120,27","1.124,13","1.109,65","","0,19%"
"09.08.2022","1.116,28","1.083,88","1.116,41","1.080,48","","3,02%"
"08.08.2022","1.083,52","1.095,40","1.107,79","1.083,52","","1,05%"
"05.08.2022","1.072,31","1.106,46","1.112,71","1.069,35","","-2,94%"
"04.08.2022","1.104,77","1.105,74","1.117,78","1.098,97","","-0,11%"
"03.08.2022","1.105,99","1.117,43","1.130,14","1.105,99","","-0,91%"
"02.08.2022","1.116,12","1.139,55","1.149,85","1.115,86","","-1,99%"
"01.08.2022","1.138,79","1.131,74","1.159,97","1.098,10","","0,85%"
"29.07.2022","1.129,24","1.133,12","1.144,40","1.107,76","","-0,75%"
"28.07.2022","1.137,82","1.159,51","1.173,71","1.123,44","","-1,40%"
"27.07.2022","1.153,95","1.144,05","1.169,83","1.132,88","","1,58%"
"26.07.2022","1.136,02","1.157,89","1.166,97","1.136,02","","-1,68%"
"25.07.2022","1.155,45","1.154,63","1.161,16","1.143,58","","-0,52%"
"22.07.2022","1.161,47","1.143,45","1.165,37","1.127,34","","1,69%"
"21.07.2022","1.142,18","1.188,63","1.192,89","1.105,11","","-3,93%"
"20.07.2022","1.188,91","1.179,50","1.207,11","1.179,47","","1,18%"
"19.07.2022","1.175,04","1.168,00","1.183,53","1.153,31","","0,54%"
"18.07.2022","1.168,73","1.167,55","1.178,88","1.159,86","","0,62%"
"15.07.2022","1.161,53","1.117,98","1.161,63","1.108,01","","4,27%"
"14.07.2022","1.113,97","1.121,14","1.140,77","1.107,31","","-0,57%"
"13.07.2022","1.120,34","1.142,79","1.144,66","1.113,07","","-1,93%"
"12.07.2022","1.142,37","1.155,65","1.161,24","1.121,00","","-1,03%"
"11.07.2022","1.154,28","1.144,64","1.160,45","1.109,61","","0,83%"
"08.07.2022","1.144,79","1.131,44","1.149,75","1.129,36","","1,09%"
"07.07.2022","1.132,49","1.104,45","1.137,37","1.082,58","","2,80%"
"06.07.2022","1.101,64","1.147,28","1.153,80","1.095,89","","-3,93%"
"05.07.2022","1.146,68","1.262,82","1.267,70","1.131,25","","-8,19%"
"04.07.2022","1.249,00","1.276,68","1.288,22","1.238,72","","-2,16%"
"01.07.2022","1.276,55","1.345,75","1.345,75","1.260,26","","-5,09%"
"30.06.2022","1.345,01","1.408,34","1.453,05","1.309,16","","-4,81%"
"29.06.2022","1.413,01","1.464,12","1.495,66","1.413,01","","-3,59%"
"28.06.2022","1.465,57","1.427,53","1.469,57","1.419,18","","2,63%"
"27.06.2022","1.428,07","1.408,48","1.428,26","1.386,09","","0,93%"
"24.06.2022","1.414,96","1.417,24","1.422,93","1.401,19","","-0,10%"
"23.06.2022","1.416,41","1.408,03","1.423,55","1.389,18","","0,93%"
"22.06.2022","1.403,36","1.375,65","1.403,36","1.363,27","","1,69%"
"21.06.2022","1.379,97","1.363,39","1.386,30","1.353,23","","1,65%"
"20.06.2022","1.357,63","1.316,97","1.357,63","1.307,16","","3,21%"
"17.06.2022","1.315,43","1.323,13","1.325,02","1.303,91","","-0,10%"
"16.06.2022","1.316,75","1.283,94","1.321,45","1.276,97","","2,84%"
"15.06.2022","1.280,38","1.274,98","1.289,43","1.268,87","","0,58%"
"14.06.2022","1.272,97","1.264,54","1.294,22","1.229,36","","0,33%"
"10.06.2022","1.268,83","1.211,69","1.276,88","1.205,79","","4,64%"
"09.06.2022","1.212,58","1.231,22","1.255,63","1.205,85","","-1,52%"
"08.06.2022","1.231,25","1.185,22","1.236,40","1.185,22","","4,30%"
"07.06.2022","1.180,47","1.177,79","1.190,94","1.155,91","","0,17%"
"06.06.2022","1.178,51","1.193,08","1.203,24","1.167,25","","-1,75%"
"03.06.2022","1.199,55","1.196,50","1.201,39","1.163,17","","0,29%"
"02.06.2022","1.196,03","1.220,69","1.231,05","1.194,37","","-2,14%"
"01.06.2022","1.222,18","1.203,66","1.228,49","1.191,22","","1,16%"
"31.05.2022","1.208,12","1.214,92","1.234,08","1.183,71","","-0,63%"
"30.05.2022","1.215,74","1.142,11","1.228,52","1.142,11","","7,21%"
"27.05.2022","1.133,94","1.170,44","1.177,78","1.130,63","","-3,47%"
"26.05.2022","1.174,72","1.246,94","1.253,04","1.138,11","","-5,19%"
"25.05.2022","1.239,07","1.275,70","1.311,80","1.211,51","","-2,72%"
"24.05.2022","1.273,73","1.252,14","1.289,81","1.234,02","","1,60%"
"23.05.2022","1.253,69","1.244,59","1.283,09","1.243,94","","1,12%"
"20.05.2022","1.239,83","1.242,46","1.324,10","1.228,70","","-0,47%"
"19.05.2022","1.245,71","1.218,65","1.245,71","1.202,93","","2,73%"
"18.05.2022","1.212,57","1.207,58","1.237,70","1.205,98","","0,98%"
"17.05.2022","1.200,81","1.181,63","1.201,40","1.170,09","","2,28%"
"16.05.2022","1.174,06","1.126,55","1.190,73","1.125,51","","3,69%"
"13.05.2022","1.132,23","1.149,59","1.163,11","1.111,22","","-0,69%"
"12.05.2022","1.140,05","1.116,80","1.148,58","1.102,92","","1,43%"
"11.05.2022","1.123,93","1.085,70","1.126,70","1.070,14","","3,30%"
"06.05.2022","1.088,02","1.130,87","1.140,31","1.070,55","","-2,85%"
"05.05.2022","1.119,92","1.130,39","1.147,53","1.119,92","","0,52%"
"04.05.2022","1.114,13","1.085,11","1.127,14","1.074,13","","3,02%"
"29.04.2022","1.081,52","1.044,84","1.092,68","1.044,84","","3,80%"
"28.04.2022","1.041,91","1.053,91","1.096,00","1.041,46","","-0,68%"
"27.04.2022","1.049,04","996,70","1.050,39","990,88","","4,92%"
"26.04.2022","999,84","943,87","1.013,69","943,87","","6,24%"
"25.04.2022","941,08","933,71","952,16","923,04","","1,38%"
"22.04.2022","928,30","956,70","980,47","928,16","","-3,45%"
"21.04.2022","961,46","962,63","987,84","939,75","","0,11%"
"20.04.2022","960,42","933,26","981,48","914,68","","3,06%"
"19.04.2022","931,86","925,33","932,23","885,44","","0,62%"
"18.04.2022","926,08","957,30","963,67","926,08","","-3,07%"
"15.04.2022","955,46","935,81","959,91","917,87","","1,53%"
"14.04.2022","941,05","998,32","999,52","941,05","","-5,62%"
"13.04.2022","997,04","1.006,84","1.012,41","988,64","","-0,76%"
"12.04.2022","1.004,70","1.019,68","1.028,95","976,02","","-1,21%"
"11.04.2022","1.017,05","1.074,99","1.077,53","1.003,74","","-5,83%"
"08.04.2022","1.079,99","1.101,71","1.132,71","1.073,07","","-1,14%"
"07.04.2022","1.092,41","1.034,85","1.114,65","1.034,85","","5,57%"
"06.04.2022","1.034,79","998,92","1.041,32","979,34","","2,99%"
"05.04.2022","1.004,78","1.048,78","1.058,22","975,40","","-4,46%"
"04.04.2022","1.051,68","1.041,34","1.062,05","1.005,73","","1,75%"
"01.04.2022","1.033,58","1.027,84","1.065,88","1.027,84","","1,20%"
"31.03.2022","1.021,28","944,63","1.021,28","943,91","","7,59%"
"30.03.2022","949,23","900,88","949,23","900,88","","7,67%"
"29.03.2022","881,59","857,55","909,79","849,17","","7,11%"
"28.03.2022","823,04","818,47","830,28","801,47","","-0,79%"
"25.03.2022","829,62","855,87","870,11","810,02","","-2,70%"
"24.03.2022","852,64","803,11","907,72","793,65","","-9,00%"
"25.02.2022","936,94","808,76","962,74","808,76","","26,12%"
"24.02.2022","742,91","1.061,74","1.061,74","610,33","","-38,30%"
"23.02.2022","1.204,11","1.233,49","1.233,83","1.200,34","","-1,84%"
"22.02.2022","1.226,69","1.124,82","1.241,34","1.075,98","","1,59%"
"21.02.2022","1.207,50","1.417,80","1.425,65","1.152,14","","-13,21%"
"18.02.2022","1.391,31","1.463,81","1.481,54","1.385,92","","-4,05%"
"17.02.2022","1.450,02","1.500,73","1.500,73","1.444,99","","-4,89%"
"16.02.2022","1.524,51","1.533,26","1.544,59","1.513,99","","1,77%"
"15.02.2022","1.498,04","1.458,13","1.509,90","1.442,91","","5,05%"
"14.02.2022","1.426,09","1.412,16","1.456,73","1.391,19","","-2,99%"
"11.02.2022","1.470,10","1.512,43","1.512,43","1.462,73","","-4,96%"
"10.02.2022","1.546,79","1.532,20","1.547,25","1.513,69","","0,78%"
"09.02.2022","1.534,82","1.506,87","1.534,82","1.506,12","","3,06%"
"08.02.2022","1.489,18","1.462,44","1.489,18","1.458,32","","3,04%"
"07.02.2022","1.445,20","1.458,68","1.465,38","1.432,79","","0,64%"
"04.02.2022","1.436,00","1.441,85","1.474,32","1.432,31","","0,28%"
"03.02.2022","1.431,99","1.449,67","1.449,67","1.418,43","","-2,18%"
"02.02.2022","1.463,90","1.462,97","1.486,22","1.451,83","","0,43%"
"01.02.2022","1.457,64","1.453,67","1.472,93","1.442,05","","1,56%"
"31.01.2022","1.435,23","1.428,55","1.452,59","1.427,63","","2,00%"
"28.01.2022","1.407,04","1.417,25","1.430,05","1.393,55","","0,53%"
"27.01.2022","1.399,64","1.308,60","1.433,93","1.301,24","","5,68%"
"26.01.2022","1.324,40","1.322,09","1.358,46","1.305,15","","2,13%"
"25.01.2022","1.296,80","1.328,08","1.339,02","1.286,70","","0,67%"
"24.01.2022","1.288,17","1.402,05","1.402,05","1.260,55","","-8,11%"
"21.01.2022","1.401,88","1.419,09","1.441,48","1.393,78","","-3,36%"
"20.01.2022","1.450,59","1.441,95","1.461,26","1.400,89","","2,54%"
"19.01.2022","1.414,68","1.342,07","1.452,21","1.331,03","","3,45%"
"18.01.2022","1.367,45","1.460,48","1.463,37","1.355,25","","-7,29%"
"17.01.2022","1.474,99","1.501,15","1.517,35","1.445,67","","-0,73%"
"14.01.2022","1.485,86","1.532,71","1.546,73","1.443,48","","-2,05%"
"13.01.2022","1.516,99","1.611,11","1.613,60","1.513,77","","-5,94%"
"12.01.2022","1.612,80","1.601,47","1.624,34","1.598,75","","1,09%"
"11.01.2022","1.595,45","1.579,00","1.600,05","1.576,72","","1,93%"
"10.01.2022","1.565,31","1.583,04","1.598,91","1.561,27","","1,30%"
"06.01.2022","1.545,24","1.550,88","1.556,51","1.519,38","","-2,58%"
"05.01.2022","1.586,20","1.612,90","1.614,06","1.582,70","","-2,24%"
"04.01.2022","1.622,58","1.634,44","1.637,45","1.614,20","","-0,01%"
"03.01.2022","1.622,75","1.603,68","1.640,39","1.603,68","","1,69%"
"30.12.2021","1.595,76","1.590,27","1.597,12","1.579,55","","0,38%"
"29.12.2021","1.589,74","1.609,44","1.612,56","1.586,45","","-1,37%"
"28.12.2021","1.611,75","1.610,22","1.622,45","1.606,59","","0,55%"
"27.12.2021","1.602,91","1.593,96","1.603,80","1.590,48","","1,18%"
"24.12.2021","1.584,15","1.592,57","1.593,24","1.568,41","","-0,23%"
"23.12.2021","1.587,87","1.606,55","1.608,84","1.581,76","","-0,88%"
"22.12.2021","1.601,93","1.572,45","1.605,68","1.572,45","","1,81%"
"21.12.2021","1.573,50","1.571,27","1.583,67","1.559,97","","1,02%"
"20.12.2021","1.557,64","1.567,44","1.567,44","1.540,59","","-1,61%"
"17.12.2021","1.583,05","1.600,46","1.600,46","1.576,44","","-1,35%"
"16.12.2021","1.604,70","1.565,70","1.610,13","1.565,70","","4,13%"
"15.12.2021","1.541,00","1.546,78","1.566,75","1.538,14","","-0,50%"
"14.12.2021","1.548,81","1.515,84","1.558,20","1.514,57","","0,05%"
"13.12.2021","1.548,09","1.624,67","1.628,53","1.546,82","","-3,98%"
"10.12.2021","1.612,25","1.629,05","1.633,78","1.610,32","","-1,24%"
"09.12.2021","1.632,54","1.619,52","1.644,78","1.617,77","","1,23%"
"08.12.2021","1.612,73","1.662,51","1.669,68","1.612,73","","-2,09%"
"07.12.2021","1.647,14","1.636,54","1.648,59","1.617,78","","1,55%"
"06.12.2021","1.622,07","1.677,57","1.682,98","1.622,07","","-2,77%"
"03.12.2021","1.668,26","1.695,11","1.700,57","1.667,15","","-1,29%"
"02.12.2021","1.690,13","1.678,93","1.694,00","1.663,54","","0,18%"
"01.12.2021","1.687,12","1.663,71","1.690,17","1.661,03","","2,51%"
"30.11.2021","1.645,81","1.608,53","1.650,82","1.608,22","","0,43%"
"29.11.2021","1.638,72","1.628,86","1.664,22","1.613,76","","3,10%"
"26.11.2021","1.589,38","1.608,28","1.620,38","1.587,42","","-4,58%"
"25.11.2021","1.665,74","1.671,42","1.686,27","1.659,38","","0,31%"
"24.11.2021","1.660,59","1.696,69","1.704,31","1.650,55","","-0,11%"
"23.11.2021","1.662,38","1.614,61","1.670,62","1.585,65","","2,11%"
"22.11.2021","1.628,10","1.717,46","1.724,86","1.628,10","","-5,55%"
"19.11.2021","1.723,74","1.781,88","1.785,72","1.714,82","","-2,17%"
"18.11.2021","1.761,96","1.788,34","1.798,00","1.758,55","","-2,25%"
"17.11.2021","1.802,52","1.777,65","1.803,76","1.773,75","","1,98%"
"16.11.2021","1.767,58","1.799,37","1.806,44","1.764,64","","-1,33%"
"15.11.2021","1.791,44","1.789,01","1.813,36","1.786,81","","0,40%"
"12.11.2021","1.784,28","1.839,23","1.839,23","1.779,52","","-3,79%"
"11.11.2021","1.854,48","1.830,95","1.854,57","1.826,58","","0,05%"
"10.11.2021","1.853,64","1.864,05","1.870,35","1.847,15","","-0,57%"
"09.11.2021","1.864,21","1.858,04","1.877,39","1.852,28","","-0,07%"
"08.11.2021","1.865,46","1.857,38","1.865,46","1.848,81","","0,94%"
"05.11.2021","1.848,10","1.831,86","1.853,20","1.824,53","","1,17%"
"03.11.2021","1.826,65","1.841,90","1.844,21","1.820,25","","-1,31%"
"02.11.2021","1.850,83","1.867,07","1.872,21","1.838,55","","-0,87%"
"01.11.2021","1.866,98","1.838,95","1.870,43","1.838,95","","1,26%"
"29.10.2021","1.843,83","1.872,94","1.872,96","1.829,85","","-1,94%"
"28.10.2021","1.880,37","1.874,63","1.884,33","1.857,28","","-0,58%"
"27.10.2021","1.891,28","1.910,30","1.914,54","1.879,33","","-1,31%"
"26.10.2021","1.916,29","1.925,11","1.933,59","1.916,29","","-0,17%"
"25.10.2021","1.919,58","1.885,10","1.919,58","1.879,69","","2,21%"
"22.10.2021","1.877,99","1.869,19","1.901,91","1.867,48","","0,53%"
"21.10.2021","1.868,16","1.897,21","1.900,99","1.865,38","","-1,92%"
"20.10.2021","1.904,77","1.900,69","1.906,85","1.889,05","","0,25%"
"19.10.2021","1.900,04","1.890,05","1.901,94","1.880,34","","1,25%"
"18.10.2021","1.876,56","1.884,39","1.884,39","1.869,25","","-0,79%"
"15.10.2021","1.891,56","1.888,52","1.893,71","1.878,47","","0,83%"
"14.10.2021","1.875,97","1.875,38","1.890,46","1.873,37","","1,12%"
"13.10.2021","1.855,11","1.869,05","1.869,05","1.835,80","","-0,79%"
"12.10.2021","1.869,94","1.867,33","1.876,79","1.860,64","","-0,66%"
"11.10.2021","1.882,43","1.871,73","1.883,71","1.867,58","","1,15%"
"08.10.2021","1.860,96","1.852,83","1.866,89","1.845,19","","0,38%"
"07.10.2021","1.853,99","1.840,11","1.856,58","1.818,69","","2,17%"
"06.10.2021","1.814,64","1.854,48","1.854,97","1.808,41","","-1,38%"
"05.10.2021","1.840,11","1.793,01","1.840,37","1.793,01","","3,04%"
"04.10.2021","1.785,75","1.775,49","1.791,34","1.769,91","","0,80%"
"01.10.2021","1.771,50","1.762,31","1.776,24","1.754,69","","-0,35%"
"30.09.2021","1.777,74","1.768,12","1.780,94","1.758,65","","1,21%"
"29.09.2021","1.756,52","1.750,65","1.764,93","1.747,59","","0,01%"
"28.09.2021","1.756,26","1.785,05","1.788,01","1.749,61","","-1,01%"
"27.09.2021","1.774,24","1.765,25","1.775,24","1.760,34","","1,53%"
"24.09.2021","1.747,56","1.751,00","1.751,74","1.733,26","","-0,32%"
"23.09.2021","1.753,21","1.752,72","1.759,01","1.741,41","","0,34%"
"22.09.2021","1.747,31","1.730,06","1.747,31","1.728,48","","2,13%"
"21.09.2021","1.710,90","1.710,61","1.721,10","1.704,51","","0,60%"
"20.09.2021","1.700,66","1.717,05","1.718,55","1.695,03","","-2,54%"
"17.09.2021","1.745,04","1.756,17","1.758,81","1.738,96","","-0,60%"
"16.09.2021","1.755,64","1.768,68","1.772,83","1.748,76","","-0,62%"
"15.09.2021","1.766,67","1.751,85","1.773,04","1.749,48","","0,69%"
"14.09.2021","1.754,60","1.755,29","1.760,36","1.746,38","","0,20%"
"13.09.2021","1.751,08","1.728,23","1.751,08","1.724,72","","1,50%"
"10.09.2021","1.725,25","1.729,11","1.734,77","1.721,15","","-0,06%"
"09.09.2021","1.726,37","1.723,35","1.733,71","1.715,14","","-0,01%"
"08.09.2021","1.726,53","1.723,42","1.733,71","1.709,79","","0,15%"
"07.09.2021","1.723,91","1.738,97","1.742,31","1.721,46","","-0,75%"
"06.09.2021","1.737,01","1.729,36","1.738,74","1.728,88","","0,16%"
"03.09.2021","1.734,16","1.719,43","1.734,16","1.713,13","","0,44%"
"02.09.2021","1.726,61","1.720,56","1.728,79","1.713,97","","0,67%"
"01.09.2021","1.715,09","1.689,29","1.716,51","1.689,29","","1,84%"
"31.08.2021","1.684,16","1.689,93","1.694,19","1.678,18","","-0,03%"
"30.08.2021","1.684,70","1.669,47","1.684,70","1.669,47","","1,23%"
"27.08.2021","1.664,25","1.642,58","1.664,25","1.634,70","","1,80%"
"26.08.2021","1.634,79","1.648,21","1.650,36","1.627,66","","-1,14%"
"25.08.2021","1.653,56","1.660,78","1.663,39","1.647,57","","-0,44%"
"24.08.2021","1.660,90","1.658,37","1.663,79","1.647,20","","0,66%"
"23.08.2021","1.649,94","1.642,23","1.651,11","1.640,12","","1,63%"
"20.08.2021","1.623,50","1.639,98","1.641,28","1.618,00","","-0,74%"
"19.08.2021","1.635,63","1.651,73","1.651,83","1.630,90","","-2,36%"
"18.08.2021","1.675,21","1.694,66","1.695,41","1.672,52","","-0,86%"
"17.08.2021","1.689,76","1.669,15","1.690,23","1.669,02","","0,94%"
"16.08.2021","1.674,09","1.657,91","1.674,09","1.654,47","","0,46%"
